냉천점,서울 서대문구 독립문로 66,02-363-4088,2021.12.3
전주 효천점 ,전북 전주시 완산구 효천중앙로 49,063-224-2114,2021.12.3
마곡나루역점 ,서울 강서구 마곡중앙5로 6 동관 1층 154호,02-6396-1020,2021.12.3
광주 송정역점,광주광역시 광산구 광산로 7,062-943-9420,2021.12.3
광주 신창점 ,광주광역시 광산구 신창로 78,062-952-3690,2021.11.27
인천 루원시티점,인천 서구 봉오재3로 90,032-563-8026,2021.11.27
군포 송부점,경기 군포시 송부로 88,031-407-7495,2021.11.26
영덕 영해점,경북 영덕군 영해면 예주길 95,054-732-6969,2021.11.22
강원 양구점,강원 양구군 양구읍 중앙길 38,033-482-3450,2021.11.20
화성 향남점 ,경기 화성시 향남읍 발안로 101,031-352-5953,2021.11.20
남양주 호평점 ,경기 남양주시 늘을2로14번길 5,070-7576-1217,2021.11.19
시흥 플랑드르점,경기 시흥시 장현능곡로 155,031-312-5409,2021.11.19
광주 화정점,광주광역시 서구 염화로 99,062-383-6344,2021. 11. 16
광주 계림센트럴점,광주광역시 동구 경양로 234,062-223-0077,2021. 11. 15
우장산역점,서울 강서구 강서로45길 49,02-2699-7890,2021. 11. 13
창원 현동점,경남 창원시 마산합포구 현동로 56,055-713-8284,2021. 11. 12
부산 화명점,부산 북구 금곡대로303번길 35,051-365-7000,2021. 11. 12
군산 수송점,전북 군산시 월명로 254,063-466-8892,2021. 11. 12
원주 단구점 ,강원 원주시 서원대로 396,033-763-7771,2021. 11. 11
서울 강동역점,서울 강동구 성안로 156,02-471-3340,2021. 11. 9
성남 모란역점,경기 성남시 중원구 성남대로 1150,031-722-0117,2021. 11. 9
일산 대화역점 ,경기 고양시 일산서구 중앙로 1573,031-912-3650,2021. 11. 5
춘천 퇴계점,강원 춘천시 안마산로 109-1,033-244-0319,2021. 11. 3
서울 답십리점 ,서울 동대문구 답십리로 154,02-2216-7177,2021. 10. 30
일산 식사점,경기 고양시 일산동구 위시티로 67 109동 110호,031-964-0424,2021.10.29
강릉 유천점 ,강원 강릉시 선수촌로 78,033-645-1575,2021.10.29
안산 본오점,경기 안산시 상록구 석호로 288,070-8691-0606,2021.10.29
군포 산본점,경기 군포시 산본로343번길 21 102호,031-395-8982,2021.10.24
신정 네거리점,서울 양천구 중앙로43길 14 103호,02-2602-7511,2021.10.23
목동역 7단지점,서울 양천구 목동로 219 102호,02-2695-0701,2021.10.23
제주 이도점,제주특별자치도 제주시 승천로 80,064-759-2233,2021.10.22
인천 운서점,인천 중구 영종대로196번길 25 109호,032-751-5550,2021.10.22
춘천 온의점,강원 춘천시 영서로 2341,033-254-1253,2021.10.20
부산대점 ,부산 금정구 장전온천천로 51 109호,051-515-0057,2021.10.16
파주 야당점,경기 파주시 경의로 1108 109호,031-943-9877,2021.10.15
아산 배방점 ,충남 아산시 배방읍 배방로 33,041-533-3787,2021.10.15
제주 일도점 ,제주특별자치도 제주시 동광로 108,064-757-0545,2021.10.15
서울 가양역점,서울 강서구 양천로57길 13 시드프라자 104호,02-2668-9091,2021.10.15
홍천점 ,강원 홍천군 홍천읍 홍천로6길 13,033-434-6999,2021.10.14
용인 죽전점,경기 용인시 기흥구 죽전로 10,031-889-2563,2021.10.11
서울 녹번역점,서울 은평구 은평로 240,02-356-8781,2021.10.11
전주 송천에코시티점,전북 전주시 덕진구 세병로 92,063-251-1103,2021.10.5
송파 문정점 ,서울 송파구 송파대로 167,02-2054-8170,2021.10.4
김해 장유점,경남 김해시 장유로 224 1층,055-311-6138,2021.10.2
장위 뉴타운점,서울 성북구 월계로40길 7,02-942-1357,2021.10.1
아산테크노밸리점 ,충남 아산시 둔포면 아산밸리중앙로 58-5 214동 B111호,041-532-5956,2021.9.27
대전 둔산점 ,대전 서구 둔산로 130 104호,042-710-9339,2021.9.27
안양 범계점,경기 안양시 동안구 시민대로 190 105호,031-360-3237,2021.9.27
광교 에듀타운점 ,경기 수원시 영통구 에듀타운로 102 B동 141호,031-212-5355,2021.9.14
경산 영남대점,경북 경산시 대학로 283-2 1층,053-241-9200,2021.9.14
제주 연동노형점,제주특별자치도 제주시 원노형로 51 1층,064-749-8771,2021.9.14
김포 풍무점 ,경기 김포시 풍무로146번길 18 금강리체 120,031-984-4323,2021.9.11
양주 옥정점,경기 양주시 회천남로 92 센타프라자 1층 116호,031-868-9590,2021.9.10
광주 진월점,광주광역시 남구 서문대로 686 1층 107호,062-671-7770,2021.9.10
제주 중문점,제주특별자치도 서귀포시 천제연로 221,064-739-8800,2021.9.10
서울 고덕역점 ,서울 강동구 고덕로 262 1층 106호,02-442-2260,2021.8.27
창원 중앙역세권점,경남 창원시 의창구 용동로 45 101호,055-606-9713,2021.8.27
부천 중동현대점 ,경기 부천시 석천로169번길 34 106호,032-322-1655,2021.8.27
파주 교하점 ,"경기 파주시 청석로 262 1층 102호(동패동,이지타운)",031-934-0801,2021.8.23
서울 상도역점,서울 동작구 만양로 6 상가 101호,02-811-7767,2021.8.23
광주하남2지구점,광주광역시 광산구 용아로379번길 29 1층,062-954-3005,2021.8.21
배곧 신도시점,경기 시흥시 서울대학로278번길 61 A동 7호,031-499-0827,2021.8.21
마포 광흥창역점,서울 마포구 서강로 55,02-336-9222,2021.8.17
경남 사천점,경남 사천시 사천읍 읍내1길 46,055-854-0999,2021.8.18
익산 원광대점,전북 익산시 동서로19길 89 1층,063-722-3600,2021.8.15
광주 풍암점 ,광주광역시 서구 풍암1로21번길 9-22 1층,062-710-2445,2021.8.13
인천 송도점,인천 연수구 신송로 121 103호,032-833-7177,2021.8.10
세종 나성점,"세종특별자치시 한누리대로 292 106호(나성동, 행복의아침)",044-867-8485,2021.8.10
고양 삼송점,경기 고양시 덕양구 동송로 70 104동 119호,02-381-7759,2021.8.10
서울 구의점,서울 광진구 아차산로 471 1층,02-2201-3010,2021.7.30
남양주 진접점,경기 남양주시 진접읍 해밀예당3로 130 110호,031-575-1284,2021.7.27
광주 운암점,광주광역시 북구 서강로 94 1층,062-413-1375,2021.7.26
신정 이펜점,서울 양천구 신정이펜2로 12 1층 103호,02-2697-1653,2021.7.26
익산 부송점,전북 익산시 무왕로 1174 1층,063-836-1230,2021.7.23
파주 운정산내점,경기 파주시 교하로 87 106호,031-941-2828,2021.7.16
인제 현리점,강원 인제군 기린면 기린로 27,033-462-5082,2021.7.16
서울 상일동점,서울 강동구 상일로 55 1층 118호,02-428-0555,2021.7.13
대전 노은역점,대전 유성구 노은로 158 1층,042-824-8259,2021.7.2
포천 송우리점,경기 포천시 소흘읍 송우로 80 황금프라자 1층 107~108호,031-543-0607,2021.6.30
목포 산정점 ,전남 목포시 원산주택로 30 소암아파트 상가동 115호,061-276-7114,2021.6.30
진주 평거점,경남 진주시 진양호로84번길 6 1층,055-745-1090,2021.6.27
안산 초지점,경기 안산시 단원구 광덕1로 61 111호,031-411-5258,2021.6.23
평택 동삭점 ,경기 평택시 상서재로2길 56-10 센트럴프라자 110호,031-8094-0979,2021.6.18
강동 명일점,서울 강동구 구천면로 424 1층 109호,02-6080-5497,2021.6.13
일산 하늘공원점 ,경기 고양시 일산동구 중산로 67 1동 1층 101호,031-977-9100,2021.6.7
김포 장기점,경기 김포시 김포한강1로51번길 20 산타마리아 2동 1010호,031-989-2089,2021.6.5
구리 갈매점 ,경기 구리시 경춘북로 252 841동 C166호,031-575-1211,2021.6.4
울산 전하점 ,울산 동구 진성4길 55 1층,052-233-9973,2021.6.4
대구 혁신점,대구 동구 이노밸리로 166 109호,053-964-1677,2021.5.25
경산 중산점 ,경북 경산시 펜타힐즈2로 65 112호,053-811-3266,2021.5.19
구미 인동점,경북 구미시 인동중앙로 25 1층,054-475-8988,2021.5.16
부산 명지점 ,부산 강서구 명지국제8로 230 108호,051-915-3876,2021.5.11
문산 당동점 ,경기 파주시 문산읍 방촌로 1719-10 113호,031-935-6468,2021.5.11
별내 별가람역점 ,경기 남양주시 별내3로 326 1층 104호,031-529-3455,2021.5.11
춘천 후평점,강원 춘천시 보안길 66 101호,033-242-3128,2021.5.11
광주 첨단병원점,광주광역시 광산구 첨단중앙로170번길 64 1층,062-955-0084,2021.5.7
화성 동탄역점 ,경기 화성시 동탄대로 469-12 1층 1111호,070-7644-6464,2021.5.2
울산 야음 ,울산 남구 대암로 109,052-272-9962,2021.4.30
광주 용봉점,광주광역시 북구 용봉택지로 39 1층 117호,062-511-3633,2021.4.28
하남 강변로점,경기 하남시 미사강변대로226번길 9 106호,031-792-4382,2021.4.24
서강대점,서울 마포구 광성로 42 1층,02-704-0424,2021.4.21
광명역점,경기 광명시 일직로 28 103호,02-899-2120,2021.4.20
대구 상인점,대구 달서구 월배로 222,053-639-5969,2021.4.19
영종도 하늘도시점,인천 중구 하늘별빛로65번길 7-12 1층 108호,070-4134-7779,2021.4.17
춘천 우두점 ,강원 춘천시 충열로 1 101호,033-242-6999,2021. 4.14 [1가족2매장]
원주 무실점 ,강원 원주시 능라동길 48 112호,033-748-7999,2021.4.13
제주 삼화점 ,제주특별자치도 제주시 화삼북로2길 19 102호,064-722-2033,2021.4.10
충남 혁신도시점,충남 홍성군 홍북읍 홍학로 87 107.108호,041-635-0035,2021.3.30
고양 향동점,경기 고양시 덕양구 꽃마을로 68 1층 107호,02-3158-2272,2021.3.24
포항 효자점,경북 포항시 남구 효성로 26,054-277-1156,2021.3.24
일산 후곡점 ,경기 고양시 일산서구 일산로 589 105호,031-923-8595,2021.3.24
부천 옥길점,경기 부천시 옥길로 110-19 104호,032-344-5575,2021.3.20
양주 고읍점 ,경기 양주시 고읍남로 7 104호,031-848-1124,2021.3.11
충북 혁신도시점 ,충북 진천군 덕산읍 시가로 14,043-930-0007,2021.3.9
진주 혁신점 ,경남 진주시 에나로175번길 12,055-922-9199,2021.3.6
마포 연남점 ,서울 마포구 동교로 259 1층,02-332-9370,2021.2.27
하남 미사점 ,경기 하남시 미사강변동로84번길 29 120호,031-795-0120,2021.2.27
의정부 민락점,경기 의정부시 오목로225번길 147 폴리프라자 112호,031-928-7654,2021.2.1
부산 연산역점 ,부산 연제구 반송로 11,051-864-0863,2021.1.24
전주 혁신 메가박스점,전북 전주시 덕진구 기지로 77 대방디엠시티 302동 A211호,063-223-7799,2021.1.21
서울 도화점 ,서울 마포구 도화길 27,02-706-9639,2021.1.9
광주 첨단신용점 ,광주광역시 북구 첨단연신로91번길 20-14 1층,062-572-9225,2020.12.31
의정부 장암점,경기 의정부시 회룡로 178 1층,031-826-0523,2020.12.20
서울 방학역점,"서울 도봉구 도봉로150길 31 119, 120호",02-3492-9363,2020.12.5
서울 양천구청점 ,서울 양천구 목동서로 377 A동 105호,02-2643-0119,2020.12.4
서울 구파발역점,서울 은평구 진관2로 29-21 119호,02-6338-5955,2020.12.3
거제 고현점,경남 거제시 거제중앙로 1900 101호,055-632-0421,2020.12.3
서울 수락산역점 ,서울 노원구 동일로 1689,02-931-7757,2020.11.28
춘천 석사점 ,강원 춘천시 퇴계로 221 1층 102호,033-263-0999,2020.11.19
고양 행신점 ,경기 고양시 덕양구 서정마을1로 2 1층 103호,031-973-9736,2020.11.5
청주 가경점 ,충북 청주시 흥덕구 가경로 9-12,043-260-1950,2020.9.26
청주 용암점,충북 청주시 상당구 중흥로 141 103호,043-287-2324,2020.9.25
평택 용죽점,경기 평택시 용죽3로 22 101호,031-657-9161,2020.9.25
천안 성성점,충남 천안시 서북구 성성8로 2-42 한결타워 102호,041-566-0774,2020.9.19
서울 노원역점 ,"서울 노원구 상계로1길 38-11 101호(상계동, 우창프라자)",02-938-8999,2020.8.28
광주 상무점 ,광주광역시 서구 상무중앙로 29 1층,062-374-5858,2020.8.6
서울 길음점 ,서울 성북구 길음로7길 6 1층,02-909-1180,2020.7.31
고양 원흥역점,경기 고양시 덕양구 삼송로 8 한일골드타워 110호,031-965-3007,2020.7.23
서울 건대1호점 ,서울 광진구 아차산로29길 44 1층,02-461-3391,2020.7.23
천안 신불당점,충남 천안시 서북구 불당21로 71 정석프라자3차 16호,041-417-3233,2020.7.2
광주 수완점,광주광역시 광산구 임방울대로 330 1층 108호,062-962-0997,2020.6.6
서울 월곡점 ,서울 성북구 월계로 52,02-943-9337,2020.6.5
